GeneSymbol	log2FC	p_value_or_padj	Dataset	Comparison	Direction	In_CTD_marker	In_CTD_therapeutic	In_CTD_inferred	In_GeneCards_AD	Species
MATN4	2.250229	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MDFI	2.616913	3.80E-46	GSE121212	L_N	Up	yes	yes	no	no	Human
MDGA2	2.185238	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ME2	2.259963	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MEF2A	2.558457	0.008266	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MEF2A	2.615201	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MERTK	2.202638	0.042802	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
MFAP4	-2.24	0.00047	GSE16161	L_N	Down	yes	yes	no	no	Human
MFAP4	2.036937	0.009605	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MFAP4	2.18464	0.009605	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MFAP4	2.0103	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MFAP5	-3.04	4.20E-05	GSE16161	L_N	Down	yes	yes	no	no	Human
MGARP	-2.01312	0.000183	GSE121212	L_N	Down	yes	yes	no	no	Human
MGAT4C	3.251373	0.028744	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MGAT4C	2.789646	0.022394	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
MIR31HG	4.509895	9.16E-13	GSE121212	L_N	Up	yes	yes	no	no	Human
MLANA	2.912717	0.007096	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MLANA	2.665618	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MLN	2.313089	0.03332	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
MLPH	2.021411	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MLXIPL	2.273074	0.046399	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MMP1	4.629204	5.26E-31	18_L	L_N	Up	yes	yes	no	yes	Human
MMP1	6.289972	6.11E-31	GSE121212	L_N	Up	yes	yes	no	yes	Human
MMP1	2.42	0.025	GSE32924	L_N	Up	yes	yes	no	yes	Human
MMP1	2.61	0.012	GSE75890	L_N	Up	yes	yes	no	yes	Human
MMP1	2.15	0.079	GSE32924_LvsNL	L_vs_NL	Up	yes	yes	no	yes	Human
MMP1	3.13	0.23	GSE59294	L_vs_NL	Up	yes	yes	no	yes	Human
MMP1	4.340656	0.015906	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
MMP1	2.819397	0.046399	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
MMP10	3.358358	2.58E-12	18_L	L_N	Up	yes	yes	no	no	Human
MMP10	3.730292	2.50E-07	GSE121212	L_N	Up	yes	yes	no	no	Human
MMP12	2.938362	6.47E-19	18_L	L_N	Up	yes	yes	no	yes	Human
MMP12	5.630443	9.80E-25	GSE121212	L_N	Up	yes	yes	no	yes	Human
MMP12	3.33	0.00048	GSE16161	L_N	Up	yes	yes	no	yes	Human
MMP12	3.63	0.0013	GSE32924	L_N	Up	yes	yes	no	yes	Human
MMP12	2.78	0.048	GSE5667	L_N	Up	yes	yes	no	yes	Human
MMP12	4.09	0.0022	GSE75890	L_N	Up	yes	yes	no	yes	Human
MMP12	2.34	0.49	Chronic_GSE36842	L_vs_NL	Up	yes	yes	no	yes	Human
MMP12	2.17	0.027	GSE27887	L_vs_NL	Up	yes	yes	no	yes	Human
MMP12	2.09	0.0044	GSE58558	L_vs_NL	Up	yes	yes	no	yes	Human
MMP12	3.29	0.2	GSE59294	L_vs_NL	Up	yes	yes	no	yes	Human
MMP13	2.205288	0.012876	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MMP3	3.077348	1.12E-35	18_L	L_N	Up	yes	yes	no	yes	Human
MMP3	3.461585	1.86E-09	GSE121212	L_N	Up	yes	yes	no	yes	Human
MMP3	2.803877	5.91E-32	18_NL_N	NL_N	Up	yes	yes	no	yes	Human
MMP7	2.609453	0.003762	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MMP7	2.431018	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MMP9	2.015909	4.50E-16	GSE121212	L_N	Up	yes	yes	no	yes	Human
MMP9	2.120155	0.019631	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
MMP9	2.108423	0.037809	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
MMP9	2.117112	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
MNDA	2.270643	0.004425	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MNDA	2.078166	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MORN3	2.307933	0.008266	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MOV10	2.196641	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MRAS	2.10348	0.03332	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MSMB	-2.31217	2.19E-18	18_L	L_N	Down	yes	yes	no	no	Human
MSMB	-3.11	5.80E-06	GSE16161	L_N	Down	yes	yes	no	no	Human
MSMB	-3.36	3.10E-07	GSE32924	L_N	Down	yes	yes	no	no	Human
MSR1	3.250549	3.66E-05	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MSRA	3.048505	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MSRA	2.66838	0.009605	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
MSRA	3.797434	0.00075	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
MST1R	2.069328	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MT4	-2.80125	1.42E-06	GSE121212	L_N	Down	yes	yes	no	no	Human
MT4	2.799434	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MT4	2.426453	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MTA3	2.208278	0.039243	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MTA3	2.473156	0.008266	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
MX1	2.12545	2.25E-41	18_L	L_N	Up	yes	yes	no	no	Human
MX1	2.155752	4.59E-13	GSE121212	L_N	Up	yes	yes	no	no	Human
MX1	2.25982	0.004425	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MX2	2.173565	0.000365	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MXRA8	2.24693	0.006077	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MXRA8	2.039554	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MYCN	2.147162	0.003762	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MYH2	2.037536	0.046399	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MYH8	2.732943	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MYO1F	2.369664	0.000782	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MYOC	2.357774	0.000941	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MYOC	3.327196	0.001919	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MYOC	2.465194	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MYOC	3.624306	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
MYOCD	2.339549	0.025696	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MYOCD	2.018837	0.009605	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
MYOM1	2.026318	0.002279	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MYOT	2.908173	0.000649	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MYOT	2.264664	0.022486	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
MYPN	2.287417	0.005192	GSE6012_L	L_N	Up	yes	yes	no	no	Human
MYPN	2.295835	0.001611	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NANOS2	2.031635	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NCALD	2.00397	0.042802	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
NCAPG	2.46	9.00E-06	GSE16161	L_N	Up	yes	yes	no	no	Human
NCF1	2.703219	0.029295	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
NCF4	2.321741	0.012876	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
NCKAP1L	2.136462	0.005192	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
NCKAP1L	2.037614	0.019631	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
NDC80	2.26	2.00E-05	GSE16161	L_N	Up	yes	yes	no	no	Human
NEFL	2.315235	0.039243	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NELL2	3.589575	3.41E-30	GSE121212	L_N	Up	yes	yes	no	no	Human
NETO1	2.823891	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NETO1	2.216933	0.042802	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
NEXN	2.017692	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NEXN	2.984946	0.017097	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
NFAM1	2.60414	0.017097	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NFAM1	2.93316	0.005192	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
NFE2	2.74601	0.007096	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NFE2	2.290707	0.015906	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NLN	2.416966	0.027708	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NLRC5	3.156566	0.000443	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NLRC5	2.159722	0.046399	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NLRP1	2.675998	0.014855	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NLRP3	2.235433	0.03332	GSE6012_L	L_N	Up	yes	yes	yes	yes	Human
NLRP9	2.044893	0.012876	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NMB	2.329744	0.03332	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NOG	-2.19742	0.000107	GSE121212	L_N	Down	yes	yes	no	no	Human
NOL4	-2.28117	6.02E-05	GSE121212	L_N	Down	yes	yes	no	no	Human
NOS1	2.056276	0.037809	GSE6012_NL	NL_N	Up	yes	yes	no	yes	Human
NOTUM	2.227513	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NOTUM	2.166685	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NPIPB6	-3.21614	1.86E-14	GSE121212	L_N	Down	yes	yes	no	no	Human
NPIPB7	-3.31981	4.09E-10	GSE121212	L_N	Down	yes	yes	no	no	Human
NPR3	2.264405	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NPR3	3.280277	0.01961	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NPR3	2.436784	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NPR3	3.446475	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NQO1	2.062107	0.019631	GSE6012_L	L_N	Up	yes	yes	yes	yes	Human
NR4A1	2.618099	3.22E-30	18_L	L_N	Up	yes	yes	no	no	Human
NR4A1	2.451433	8.38E-13	GSE121212	L_N	Up	yes	yes	no	no	Human
NR4A1	2.057788	6.83E-20	18_NL_N	NL_N	Up	yes	yes	no	no	Human
NR4A2	2.34413	3.56E-28	18_L	L_N	Up	yes	yes	no	no	Human
NR4A3	3.949411	2.31E-52	18_L	L_N	Up	yes	yes	no	no	Human
NR4A3	2.754107	3.93E-35	GSE121212	L_N	Up	yes	yes	no	no	Human
NR4A3	2.178434	4.81E-21	18_NL_N	NL_N	Up	yes	yes	no	no	Human
NRG1	2.492605	0.001611	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NRXN1	2.229863	0.029268	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NT5C1B	2.159962	0.00642	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NTRK1	2.194463	8.08E-19	18_L	L_N	Up	yes	yes	no	no	Human
NTRK1	6.252731	1.13E-23	GSE121212	L_N	Up	yes	yes	no	no	Human
NTRK3	2.390359	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NTRK3	2.347954	0.029295	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
NUP210	3.699364	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
NXF3	2.02263	0.029295	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
NXNL1	2.104822	0.048341	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
NXNL2	-2.65014	9.48E-07	GSE121212	L_N	Down	yes	yes	no	no	Human
NXPH1	2.348128	0.00135	GSE6012_L	L_N	Up	yes	yes	no	no	Human
NXPH1	2.084352	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
OAS1	2.94249	4.56E-05	GSE6012_L	L_N	Up	yes	yes	no	no	Human
OAS1	2.878406	5.68E-05	GSE6012_L	L_N	Up	yes	yes	no	no	Human
OAS1	2.28708	0.004425	GSE6012_L	L_N	Up	yes	yes	no	no	Human
OAS1	2.231008	0.019223	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
OAS1	2.181939	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
OAS1	2.154552	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
OAS2	2.445478	2.84E-48	18_L	L_N	Up	yes	yes	no	no	Human
OAS2	2.519022	2.20E-11	GSE121212	L_N	Up	yes	yes	no	no	Human
OAS2	2.017842	0.0003	GSE6012_L	L_N	Up	yes	yes	no	no	Human
OASL	2.988768	2.15E-52	18_L	L_N	Up	yes	yes	no	no	Human
OASL	3.413004	3.26E-19	GSE121212	L_N	Up	yes	yes	no	no	Human
OASL	2.384896	0.0027	GSE6012_L	L_N	Up	yes	yes	no	no	Human
OGDHL	2.08659	3.33E-05	GSE121212	L_N	Up	yes	yes	no	no	Human
OGN	-2.13	0.00012	GSE16161	L_N	Down	yes	yes	no	no	Human
OGN	-2.16	1.40E-05	GSE32924	L_N	Down	yes	yes	no	no	Human
OLFM4	2.508385	4.00E-08	18_L	L_N	Up	yes	yes	no	no	Human
OLFM4	3.237849	1.25E-08	GSE121212	L_N	Up	yes	yes	no	no	Human
OLFML3	-2.35	0.00023	GSE16161	L_N	Down	yes	yes	no	no	Human
OLR1	2.091887	0.000477	GSE121212	L_N	Up	yes	yes	no	no	Human
OLR1	2.209151	0.037809	GSE6012_L	L_N	Up	yes	yes	no	no	Human
OMD	-2.35	3.40E-06	GSE16161	L_N	Down	yes	yes	no	no	Human
OSM	2.43992	5.45E-15	18_L	L_N	Up	yes	yes	no	yes	Human
OSM	3.238672	2.77E-13	GSE121212	L_N	Up	yes	yes	no	yes	Human
OSMR	2.012828	0.000246	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
OSR2	-2.99	4.00E-05	GSE16161	L_N	Down	yes	yes	no	no	Human
OTOR	2.397661	0.008266	GSE6012_L	L_N	Up	yes	yes	no	no	Human
P2RY6	2.118302	1.77E-12	GSE121212	L_N	Up	yes	yes	no	no	Human
PACSIN1	2.325568	0.017097	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
PADI3	3.484129	0.014855	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PADI3	2.926704	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PBLD	2.595576	0.025696	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PBLD	2.470925	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PCOLCE2	-2.74	8.30E-05	GSE16161	L_N	Down	yes	yes	no	no	Human
PCSK1	2.29	0.21	GSE59294	L_vs_NL	Up	yes	yes	no	no	Human
PCSK7	2.165532	0.029295	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
PDCD1	2.124709	6.93E-10	GSE121212	L_N	Up	yes	yes	no	yes	Human
PDGFRL	-3.16	4.70E-06	GSE16161	L_N	Down	yes	yes	no	no	Human
PDX1	2.04606	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PDYN	-2.32292	0.000324	GSE121212	L_N	Down	yes	yes	no	no	Human
PER3	2.356026	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PGF	2.26626	3.08E-31	GSE121212	L_N	Up	yes	yes	no	no	Human
PGLYRP2	2.003638	5.79E-10	GSE121212	L_N	Up	yes	yes	no	no	Human
PHEX	2.535026	0.025696	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PHEX	2.225909	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PHYH	2.399688	0.001611	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
PHYHIP	-3.01228	6.86E-70	GSE121212	L_N	Down	yes	yes	no	no	Human
PHYHIP	2.058093	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PI16	2.440274	0.025696	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PI3	3.533275	1.89E-50	18_L	L_N	Up	yes	yes	no	yes	Human
PI3	4.598326	2.52E-27	GSE121212	L_N	Up	yes	yes	no	yes	Human
PI3	2.69	0.0475	GSE140227	L_N	Up	yes	yes	no	yes	Human
PI3	3.27	0.0032	GSE16161	L_N	Up	yes	yes	no	yes	Human
PI3	2.25	0.1	GSE5667	L_N	Up	yes	yes	no	yes	Human
PI3	3.94	0.00087	GSE75890	L_N	Up	yes	yes	no	yes	Human
PI3	2.31	0.33	Chronic_GSE36842	L_vs_NL	Up	yes	yes	no	yes	Human
PI3	2.5	0.15	GSE59294	L_vs_NL	Up	yes	yes	no	yes	Human
PIK3CD	2.832018	0.03332	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
PIK3R6	2.025072	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PILRA	4.205721	0.000108	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PIN4	2.208569	0.03332	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
PITPNC1	2.008029	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PITX1	2.473067	4.51E-22	GSE121212	L_N	Up	yes	yes	no	no	Human
PLA2G2A	2.597968	4.41E-27	18_L	L_N	Up	yes	yes	no	yes	Human
PLA2G2A	2.192095	1.38E-07	GSE121212	L_N	Up	yes	yes	no	yes	Human
PLA2G2E	2.029175	0.017097	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PLA2G2F	2.12	8.80E-06	GSE75890	L_N	Up	yes	yes	no	no	Human
PLA2G4D	2.378529	0.029295	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
PLA2G4E	2.033479	0.002279	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PLA2G4F	2.608602	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PLA2G6	2.457361	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PLAC1	-2.36082	2.92E-09	GSE121212	L_N	Down	yes	yes	no	no	Human
PLAGL2	2.107675	0.037809	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PLAGL2	2.292348	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PLAT	2.677946	1.46E-19	GSE121212	L_N	Up	yes	yes	yes	no	Human
PLAUR	2.026363	0.012876	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
PLAUR	2.349595	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
PLCB4	2.789122	0.009605	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PLCB4	2.452126	0.002366	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PLEK	3.55735	0.000941	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PLEK	2.466565	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PLIN1	-2.62	0.004	GSE16161	L_N	Down	yes	yes	no	no	Human
PLN	2.614689	0.003762	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PLN	2.90839	0.000941	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PLN	2.085002	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PLN	2.307984	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PLP1	2.897901	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PLP1	2.935688	0.019223	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PLPPR5	-2.49083	0.000106	GSE121212	L_N	Down	yes	yes	no	no	Human
PM20D1	-2.05	0.095	GSE32924_LvsNL	L_vs_NL	Down	yes	yes	no	no	Human
PMM2	2.603938	0.03332	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
PMM2	2.066496	0.015906	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
PMP2	4.068821	0.007096	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PMP2	2.850124	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PNMT	2.370245	0.015906	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
POLD3	2.079938	0.042802	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
POLR2A	2.158328	0.008266	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PPM1K	2.241938	0.014855	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PPP1R1A	2.23445	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PPP1R1B	2.101099	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PPP1R1B	2.700738	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PPP1R3C	2.818687	8.15E-35	GSE121212	L_N	Up	yes	yes	no	no	Human
PRKDC	2.214993	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PRKDC	2.47318	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PRMT8	2.192896	0.006077	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PRND	2.024641	0.004425	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PROKR2	2.450457	0.039243	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PRPH2	2.234945	0.004425	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
PRR9	2.51	0.0052	GSE75890	L_N	Up	yes	yes	no	no	Human
PRSS22	3.373635	2.50E-49	GSE121212	L_N	Up	yes	yes	no	no	Human
PRSS22	2.14	0.0011	GSE75890	L_N	Up	yes	yes	no	no	Human
PRSS27	2.001577	6.53E-41	18_L	L_N	Up	yes	yes	no	no	Human
PRSS27	2.680694	7.30E-45	GSE121212	L_N	Up	yes	yes	no	no	Human
PRSS27	2.94	3.70E-06	GSE75890	L_N	Up	yes	yes	no	no	Human
PRSS53	2.871708	7.89E-49	18_L	L_N	Up	yes	yes	no	no	Human
PSAPL1	-2.17	4.80E-05	GSE32924	L_N	Down	yes	yes	no	no	Human
PSG4	-2.07	0.00031	GSE16161	L_N	Down	yes	yes	no	no	Human
PSG5	-2.66153	1.31E-13	GSE121212	L_N	Down	yes	yes	no	no	Human
PSMB5	2.229246	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
PSMB8	2.0462	0.000782	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
PSORS1C2	-2.96	3.60E-07	GSE16161	L_N	Down	yes	yes	no	yes	Human
PTAR1	2.048478	0.029295	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
PTGDS	2.133133	0.000201	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
PTGS2	2.375328	3.64E-30	18_L	L_N	Up	yes	yes	yes	yes	Human
PTN	2.062449	0.003191	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PTP4A3	2.233066	1.79E-26	GSE121212	L_N	Up	yes	yes	no	no	Human
PTPN6	2.109045	0.037809	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
PTPRC	2.147878	0.001128	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PTPRC	2.055732	8.74E-05	GSE6012_L	L_N	Up	yes	yes	no	no	Human
PXDNL	2.666537	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
QRICH2	2.141547	0.025696	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
RAB3B	-3.29191	8.55E-64	GSE121212	L_N	Down	yes	yes	no	no	Human
RAB3B	-2.01	0.00028	GSE75890	L_N	Down	yes	yes	no	no	Human
RAC2	3.172009	0.000164	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
RANBP3L	-2.28	0.0032	GSE140227	L_N	Down	yes	yes	no	no	Human
RB1	2.152293	0.007096	GSE6012_L	L_N	Up	yes	yes	no	no	Human
RBP4	-2.37	0.0074	GSE16161	L_N	Down	yes	yes	no	no	Human
REN	2.052247	0.017097	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
RENBP	2.147616	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
REV1	3.508039	0.012876	GSE6012_L	L_N	Up	yes	yes	no	no	Human
RFFL	2.601713	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
RGS1	2.757916	7.10E-34	18_L	L_N	Up	yes	yes	no	no	Human
RGS1	2.304032	2.83E-20	GSE121212	L_N	Up	yes	yes	no	no	Human
RGS12	2.247481	0.017097	GSE6012_L	L_N	Up	yes	yes	no	no	Human
RGS14	2.199296	0.019223	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	yes	Human
RHCG	2.005375	3.85E-18	18_L	L_N	Up	yes	yes	no	no	Human
RHCG	3.282843	2.08E-15	GSE121212	L_N	Up	yes	yes	no	no	Human
RNASE13	2.360368	7.83E-09	GSE121212	L_N	Up	yes	yes	no	no	Human
RND1	3.094658	8.66E-16	GSE121212	L_N	Up	yes	yes	no	no	Human
RND1	2.682872	0.017097	GSE6012_L	L_N	Up	yes	yes	no	no	Human
RND1	2.660741	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
RNF180	2.279402	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ROR2	2.854372	0.010747	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
RPS4Y1	-3	0.088	GSE75890	L_N	Down	yes	yes	no	no	Human
RRM2	2.49	5.90E-06	GSE16161	L_N	Up	yes	yes	no	no	Human
RSAD2	2.196604	1.45E-27	18_L	L_N	Up	yes	yes	no	no	Human
RSPO3	2.080797	0.017097	GSE6012_L	L_N	Up	yes	yes	no	no	Human
RSPO3	2.334694	0.001128	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
RTF1	2.107994	0.03332	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
RTF1	2.179306	0.048341	GSE6012_NL	NL_N	Up	yes	yes	no	yes	Human
RTKN2	2.086385	0.003762	GSE6012_L	L_N	Up	yes	yes	no	no	Human
RTP4	2.590467	2.56E-31	GSE121212	L_N	Up	yes	yes	no	no	Human
RTP4	2.122646	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
